canonical_name,nickname
maximillian,max
maxine,max
maxwell,max
may,mae
mckenna,ken
mckenna,kenna
mckenna,meaka
medora,dora
megan,meg
meghan,meg
mehitabel,hetty
mehitabel,hitty
mehitabel,mabel
mehitabel,mitty
melanie,mellie
melchizedek,dick
melchizedek,zadock
melinda,linda
melinda,lindy
melinda,lynn
melinda,mel
melinda,mindy
melissa,lisa
melissa,lissa
melissa,mel
melissa,milly
melissa,missy
mellony,mellia
melody,lodi
melvin,mel
melvina,vina
mercedes,merci
mercedes,mercy
mercedes,sadie
merv,mervin
mervin,merv
mervyn,merv
micajah,cage
michael,micah
michael,mick
michael,mickey
michael,micky
michael,mike
michael,mikey
micheal,mike
micheal,mikey
micheal,miky
michelle,chelle
michelle,mickey
michelle,shelley
michelle,shellie
michelle,shelly
michelle,shely
mick,micky
miguel,michael
miguel,miggy
miguel,miguael
miguel,miguaell
miguel,miguail
miguel,miguaill
miguel,miguayl
miguel,miguayll
miguel,miguell
miguel,mike
mike,michael
mike,mick
mike,micky
mildred,milly
millicent,milly
millicent,missy
minerva,minnie
minnie,wilhelmina
miranda,mandy
miranda,mira
miranda,randi
miranda,randy
miriam,mimi
miriam,mitzi
miriam,mitzie
missy,melissa
mitch,mitchell
mitchell,mitch
mitzi,mary
mitzi,mittie
mitzi,mitty
mitzie,mittie
mitzie,mitty
monet,nettie
monica,monna
monica,monnie
monteleon,monte
montesque,monty
montgomery,gum
montgomery,monty
monty,lamont
morris,morey
mortimer,mort
moses,amos
moses,mose
moses,moss
muriel,mur
myrtle,mert
myrtle,myrt
myrtle,myrti
nadine,deedee
nadine,nada
nancy,ann
nancy,nan
nancy,nanny
naomi,omi
napoleon,leon
napoleon,nap
napoleon,nappy
natalie,natty
natalie,nettie
natasha,nat
natasha,tasha
nathan,nat
nathan,nate
nathaniel,nat
nathaniel,nate
nathaniel,nathan
nathaniel,natty
nathaniel,than
nelle,nelly
nelson,nels
newt,newton
newton,newt
nicholas,claas
nicholas,claes
nicholas,nic
nicholas,nick
nicholas,nickie
nicholas,nicky
nicholas,nico
nicholette,cole
nicholette,nichole
nicholette,nickey
nicholette,nicki
nicholette,nicky
nicholette,nicole
nicholette,nikki
nicklous,nick
nicodemus,nic
nicodemus,nick
nicodemus,nickie
nicodemus,nicky
nicodemus,nico
nicolas,nic
nicolas,nick
nicolas,nickie
nicolas,nicky
nicolas,nico
nicole,cole
nicole,nicki
nicole,nicky
nicole,nikki
nicole,nole
nikolas,claes
nikolas,nic
nikolas,nick
nikolas,nickie
nikolas,nicky
nikolas,nico
nikole,nikki
nora,nonie
norbert,bert
norbert,norby
norbusamte,norbu
norman,norm
nowell,noel
obadiah,diah
obadiah,dyer
obadiah,obed
obadiah,obie
obediah,obie
obedience,beda
obedience,beedy
obedience,biddie
obedience,obed
obie,obediah
octavia,tave
octavia,tavia
odell,odo
olive,livia
olive,nollie
olive,ollie
oliver,ollie
olivia,livia
olivia,nollie
olivia,ollie
ollie,oliver
onicyphorous,cy
onicyphorous,cyphorus
onicyphorous,one
onicyphorous,osaforum
onicyphorous,osaforus
onicyphorous,syphorous
orilla,ora
orilla,rilly
orlando,roland
orphelia,phelia
ossy,ozzy
oswald,ossy
oswald,ozzy
oswald,waldo
otis,ode
otis,ote
pamela,pam
pandora,dora
parmelia,amelia
parmelia,melia
parmelia,milly
parthenia,parsuny
parthenia,pasoonie
parthenia,phenie
parthenia,teeny
patience,pat
patience,patty
patricia,pat
patricia,patsy
patricia,patti
patricia,patty
patricia,tricia
patricia,trish
patricia,trisha
patrick,paddy
patrick,pat
patrick,pate
patrick,patsy
patrick,peter
patsy,patty
patty,patricia
paul,polly
paula,lina
paula,polly
paulina,lina
paulina,polly
pauline,polly
peggy,peg
pelegrine,perry
penelope,penny
percival,percy
peregrine,perry
permelia,mellie
permelia,melly
permelia,milly
pernetta,nettie
persephone,seph
persephone,sephy
peter,pate
peter,pete
petronella,nellie
pheney,josephine
pheriba,ferbie
pheriba,pherbia
philadelphia,delphia
philander,fie
philetus,leet
philetus,phil
philinda,linda
philinda,lindy
philinda,lynn
philip,phil
philip,pip
philipina,penie
philipina,phoebe
philipina,pip
phillip,phil
phillip,pip
philly,delphia
philomena,menaalmena
phoebe,fifi
pinckney,pink
pleasant,ples
pocahontas,pokey
posthuma,humey
prescott,pres
prescott,scott
prescott,scotty
priscilla,cilla
priscilla,cissy
priscilla,prissy
providence,provy
prudence,prudy
prudence,prue
prudy,prudence
rachel,rachael
rachel,shelly
rafaela,rafa
ramona,mona
randall,randy
randolf,dolph
randolf,randy
randolph,dolph
randolph,randy
raphael,ralph
ray,raymond
raymond,ray
reba,becca
reba,beck
rebecca,becca
rebecca,beck
rebecca,becky
rebecca,reba
reggie,reg
reggie,reginald
regina,gina
regina,reggie
reginald,naldo
reginald,reg
reginald,reggie
reginald,renny
relief,leafa
reuben,rube
reynold,reginald
rhoda,rodie
rhodella,della
rhyna,rhynie
ricardo,rick
ricardo,ricky
rich,dick
rich,rick
richard,dick
richard,dickie
richard,dickon
richard,dicky
richard,rich
richard,richie
richard,rick
richard,ricky
richard,ritchie
rick,ricky
ricky,dick
ricky,rich
rikkilyn,rikki
robert,bob
robert,bobby
robert,dob
robert,dobbin
robert,hob
robert,hobkin
robert,rob
robert,robby
robert,rupert
roberta,bert
roberta,bertie
roberta,birdie
roberta,birtie
roberta,bobbie
roberta,robbie
roberta,roby
roberto,rob
roderick,erick
roderick,rickie
roderick,rod
roderick,roddy
rodger,bobby
rodger,hodge
rodger,rod
rodger,roge
rodger,roger
rodney,rod
roger,bobby
roger,hodge
roger,rod
roger,rodger
roger,roge
roland,lanny
roland,orlando
roland,rollo
roland,rolly
ron,ronnie
ron,ronny
ronald,naldo
ronald,ron
ronald,ronnie
ronald,ronny
ronny,ronald
rosa,rose
rosabel,belle
rosabel,rosa
rosabel,rose
rosabel,roz
rosabella,bella
rosabella,belle
rosabella,rosa
rosabella,rose
rosabella,roz
rosaenn,ann
rosaenna,ann
rosalinda,linda
rosalinda,rosa
rosalinda,rose
rosalinda,roz
rosalyn,linda
rosalyn,rosa
rosalyn,rose
rosalyn,roz
roscoe,ross
rose,rosie
roseann,ann
roseann,rose
roseann,rosie
roseann,roz
roseanna,ann
roseanna,rose
roseanna,rosie
roseanna,roz
roseanne,ann
rosemary,marie
rosemary,mary
rosemary,rose
rosemary,rosemarie
rosemary,rosey
rosina,sina
roxane,rox
roxane,roxie
roxanna,ann
roxanna,rose
roxanna,roxie
roxanne,ann
roxanne,rose
roxanne,roxie
rudolph,dolph
rudolph,olph
rudolph,rolf
rudolph,rudy
rudolphus,dolph
rudolphus,olph
rudolphus,rolf
rudolphus,rudy
russell,russ
russell,rusty
ryan,ry
sabrina,brina
safieel,safie
salome,loomie
salvador,sal
salvador,sally
sam,sammy
samantha,mantha
samantha,sam
samantha,sammy
sampson,sam
sampson,sammy
samson,sam
samson,sammy
samuel,sam
samuel,sammy
samyra,myra
samyra,sam
samyra,sammy
sandra,cassandra
sandra,sandy
sandy,sandra
sanford,sandy
sarah,sadie
sarah,sally
sarah,sara
sarilla,silla
savannah,anna
savannah,savanna
savannah,vannie
scott,sceeter
scott,scottie
scott,scotty
scott,squat
sebastian,seb
sebastian,sebby
selma,anselm
serena,rena
serilla,rilla
seymour,morey
seymour,see
shaina,sha
shaina,shay
sharon,sha
sharon,shay
shaun,shawn
shawn,shaun
sheila,cecilia
sheldon,shelly
shelton,shel
shelton,shelly
shelton,tony
sheridan,dan
sheridan,danny
sheridan,sher
sheryl,cheri
sheryl,cherie
sheryl,sher
sheryl,sheri
sheryl,sherri
sheryl,sherry
sheryl,sherryl
shirley,lee
shirley,sherry
shirley,shirl
sibbilla,sibbell
sibbilla,sibbie
sibbilla,sybill
sidney,sid
sidney,syd
sigfired,sid
sigfrid,sid
sigismund,sig
silas,si
silence,liley
silvester,si
silvester,sly
silvester,syl
silvester,vest
silvester,vester
simeon,si
simeon,sion
simon,si
simon,sion
smith,smitty
socrates,crate
solomon,sal
solomon,salmon
solomon,saul
solomon,sol
solomon,solly
solomon,zolly
sondra,dre
sondra,sonnie
sophia,sophie
sophronia,frona
sophronia,fronia
sophronia,sophia
stacey,staci
stacey,stacie
stacey,stacy
stacie,stacey
stacie,staci
stacie,stacy
stacy,staci
stephan,steve
stephanie,annie
stephanie,steffi
stephanie,steffie
stephanie,steph
stephanie,stephani
stephanie,stephany
stephanie,stephie
stephanie,stephine
stephanie,stevie
stephen,steph
stephen,steve
steven,steph
steven,steve
steven,stevie
stuart,stu
sue,susan
sue,susie
sullivan,sully
sullivan,van
susan,sue
susan,sukey
susan,susie
susan,suzie
susannah,hannah
susannah,sue
susannah,sukey
susannah,susie
susie,suzie
suzanne,sue
suzanne,suki
suzanne,susie
sybill,sibbie
sydney,sid
sylvanus,sly
sylvanus,syl
sylvester,si
sylvester,sly
sylvester,sy
sylvester,syl
sylvester,vessie
sylvester,vester
sylvester,vet
tabby,tabitha
tabitha,tabby
tamara,tamahra
tamarra,tammy
tammie,tami
tammie,tammy
tammy,tami
tammy,tammie
tanafra,tanny
tasha,tash
tasha,tashie
ted,teddy
tedilyn,tedi
temperance,tempy
terence,terry
teresa,terry
teresa,tess
teresa,tessa
teresa,tessie
terrance,terry
terri,teri
terri,terrie
terri,terry
terry,terence
tess,teresa
tess,theresa
tessa,teresa
tessa,theresa
thad,thaddeus
thaddeus,thad
theo,theodore
theodora,dora
theodore,ted
theodore,teddy
theodore,theo
theodosia,dosia
theodosia,theo
theodosia,theodosius
theophilus,ophi
theotha,otha
theresa,terry
theresa,tess
theresa,tessa
theresa,tessie
theresa,thirza
theresa,thursa
theresa,traci
theresa,tracie
theresa,tracy
thom,thomas
thom,tom
thom,tommy
thomas,thom
thomas,tom
thomas,tommy
thomasa,tamzine
tiffany,tiff
tiffany,tiffy
tilford,tillie
tim,timmy
timothy,tim
timothy,timmy
tina,christina
tisha,tish
tobias,bias
tobias,toby
tom,thomas
tom,tommy
tony,anthony
tranquilla,quilla
tranquilla,trannie
trish,patricia
trish,trisha
trix,trixie
trudy,gertrude
tryphena,phena
unice,eunice
unice,nicie
uriah,riah
ursula,sula
ursula,sulie
valentina,felty
valentina,val
valentina,vallie
valentine,felty
valeri,val
valeri,valerie
valerie,val
vanburen,buren
vandalia,vannie
vanessa,essa
vanessa,nessa
vanessa,vanna
vernisee,nicey
veronica,franky
veronica,frony
veronica,ron
veronica,ronie
veronica,ronna
veronica,ronnie
veronica,ronny
veronica,vonnie
vic,vicki
vic,vickie
vic,vicky
vic,victor
vicki,vickie
vicki,vicky
vicki,victoria
victor,vic
victoria,tori
victoria,torie
victoria,torri
victoria,torrie
victoria,tory
victoria,vic
victoria,vicki
victoria,vickie
victoria,vicky
vijay,vij
vincent,vic
vincent,vin
vincent,vince
vincent,vinnie
vincent,vinny
vincenzo,vic
vincenzo,vin
vincenzo,vince
vincenzo,vinnie
vincenzo,vinny
vinson,vin
vinson,vince
vinson,vinnie
vinson,vinny
viola,ola
viola,vi
violetta,lettie
virginia,ginger
virginia,ginny
virginia,jane
virginia,jennie
virginia,virgy
vivian,vi
vivian,viv
waldo,ossy
waldo,ozzy
wallace,wally
wally,walt
walter,wally
walter,walt
washington,wash
webster,webb
wendy,wen
wesley,wes
westley,wes
westley,west
wilber,bert
wilber,will
wilbur,will
wilbur,willie
wilbur,willy
wilda,willie
wilfred,fred
wilfred,wil
wilfred,will
wilfred,willie
wilhelm,wil
wilhelm,willie
wilhelmina,mina
wilhelmina,minnie
wilhelmina,willie
wilhelmina,wilma
will,bill
will,wilbur
will,willie
william,bela
william,bell
william,bill
william,billy
william,wil
william,will
william,willie
william,willy
willie,william
willis,bill
willis,willy
wilma,billiewilhelm
wilma,william
wilson,will
wilson,willie
wilson,willy
winfield,field
winfield,win
winfield,winny
winifred,freddie
winifred,winnet
winifred,winnie
winnie,winnifred
winnifred,fred
winnifred,freddie
winnifred,freddy
winnifred,winnie
winnifred,winny
winny,winnifred
winton,wint
woodrow,drew
woodrow,wood
woodrow,woody
yeona,ona
yeona,onie
yoshihiko,yoshi
yulan,lan
yulan,yul
yvonne,vonna
zach,zack
zach,zak
zachariah,zac
zachariah,zach
zachariah,zachy
zachariah,zack
zachariah,zak
zachariah,zakk
zachariah,zeke
zachary,zac
zachary,zach
zachary,zachy
zachary,zack
zachary,zak
zachary,zakk
zachary,zeke
zachery,zac
zachery,zach
zachery,zachy
zachery,zack
zachery,zak
zachery,zakk
zachery,zeke
zack,zach
zack,zak
zebedee,zeb
zedediah,diah
zedediah,dyer
zedediah,zed
zephaniah,zeph
