jid,name,fips,county_name,gov_type
17079001,JASPER COUNTY JAIL,17079,Jasper,county
17081001,JEFFERSON COUNTY JAIL,17081,Jefferson,county
17083001,JERSEY COUNTY JAIL,17083,Jersey,county
17085001,JO DAVIESS COUNTY JAIL,17085,JoDaviess,county
17087001,,17087,Johnson,county
17089001,,17089,Kane,municipal
17089002,KANE COUNTY SHERIFFS OFFICE,17089,Kane,county
17091001,KANKAKEE COUNTY SHERIFFS OFFICE,17091,Kankakee,county
17093001,KENDALL COUNTY JAIL,17093,Kendall,county
17095001,KNOX COUNTY JAIL,17095,Knox,county
17097001,LAKE COUNTY SHERIFFS OFFICE,17097,Lake,county
17099001,LA SALLE COUNTY JAIL,17099,LaSalle,county
17101001,LAWRENCE COUNTY JAIL,17101,Lawrence,county
17103001,LEE COUNTY JAIL,17103,Lee,county
17105001,LIVINGSTON COUNTY JAIL,17105,Livingston,county
17107001,,17107,Logan,municipal
17107002,LOGAN COUNTY JAIL SAFETY COMPLEX,17107,Logan,county
17109001,MCDONOUGH COUNTY JAIL,17109,McDonough,county
17111001,MCHENRY COUNTY SHERIFFS OFFICE,17111,McHenry,county
17113001,MCLEAN COUNTY DETENTION FACILITY,17113,McLean,county
17115001,MACON COUNTY SHERIFFS OFFICE,17115,Macon,county
17117001,MACOUPIN COUNTY JAIL,17117,Macoupin,county
17119001,,17119,Madison,municipal
17119002,MADISON COUNTY JAIL,17119,Madison,county
17121001,MARION COUNTY JAIL,17121,Marion,county
17123001,MARSHALL COUNTY JAIL,17123,Marshall,county
17125001,MASON COUNTY JAIL,17125,Mason,county
17127001,MASSAC COUNTY SHERIFFS OFFICE,17127,Massac,county
17129001,MENARD COUNTY JAIL,17129,Menard,county
17131001,MERCER COUNTY SHERIFFS OFFICE,17131,Mercer,county
17133001,MONROE COUNTY JAIL,17133,Monroe,county
17135001,MONTGOMERY COUNTY JAIL,17135,Montgomery,county
17137001,MORGAN COUNTY JAIL,17137,Morgan,county
17139001,MOULTRIE COUNTY DET. CTR.,17139,Moultrie,county
17141001,OGLE COUNTY SHERIFF'S OFFICE JAIL,17141,Ogle,county
17143001,PEORIA COUNTY SHERIFFS OFFICE,17143,Peoria,county
17145001,PERRY COUNTY JAIL,17145,Perry,county
17147001,PIATT COUNTY JAIL,17147,Piatt,county
17149001,PIKE COUNTY JAIL,17149,Pike,county
17151001,,17151,Pope,county
17153001,TRI-COUNTY DETENTION JUSTICE CTR-CORR. SERV.,17153,Pulaski,county
17155001,PUTNAM COUNTY JAIL,17155,Putnam,county
17157001,RANDOLPH COUNTY JAIL,17157,Randolph,county
17159001,RICHLAND COUNTY JAIL,17159,Richland,county
17161001,ROCK ISLAND COUNTY SHERIFFS OFFICE,17161,RockIsland,county
17163001,ST. CLAIR COUNTY JAIL,17163,StClair,county
17165001,SALINE CO SHERIFF'S DEPT JAIL,17165,Saline,county
17167001,,17167,Sangamon,municipal
17167002,SANGAMON COUNTY SHERIFFS OFFICE,17167,Sangamon,county
17169001,SCHUYLER COUNTY JAIL,17169,Schuyler,county
17171001,,17171,Scott,county
17173001,SHELBY COUNTY JAIL,17173,Shelby,county
17175001,STARK COUNTY JAIL,17175,Stark,county
17177001,STEPHENSON COUNTY JAIL,17177,Stephenson,county
17179001,TAZEWELL COUNTY JUSTICE CENTER,17179,Tazewell,county
17181001,UNION COUNTY JAIL,17181,Union,county
17183001,VERMILION COUNTY JAIL,17183,Vermilion,county
17185001,WABASH COUNTY JAIL,17185,Wabash,county
17187001,WARREN COUNTY JAIL,17187,Warren,county
17189001,WASHINGTON COUNTY JAIL,17189,Washington,county
17191001,WAYNE COUNTY JAIL,17191,Wayne,county
17193001,,17193,White,municipal
17193002,WHITE COUNTY/CARMI CITY JAIL,17193,White,county
17195001,WHITESIDE COUNTY JAIL,17195,Whiteside,county
17197001,,17197,Will,municipal
17197002,WILL COUNTY SHERIFFS OFFICE,17197,Will,county
17199001,WILLIAMSON COUNTY JAIL,17199,Williamson,county
17201001,,17201,Winnebago,municipal
17201002,WINNEBAGO COUNTY SHERIFFS OFFICE,17201,Winnebago,county
17203001,WOODFORD COUNTY JAIL,17203,Woodford,county
18001001,ADAMS COUNTY JAIL,18001,Adams,county
18003001,ALLEN COUNTY SHERIFF'S DEPARTMENT,18003,Allen,county
18005001,BARTHOLOMEW COUNTY JAIL,18005,Bartholomew,county
18007001,BENTON COUNTY JAIL,18007,Benton,county
18009001,BLACKFORD COUNTY SHERIFFS OFFICE,18009,Blackford,county
18011001,BOONE COUNTY JAIL,18011,Boone,county
18013001,BROWN COUNTY SHERIFF'S OFFICE,18013,Brown,county
18015001,CARROLL COUNTY JAIL,18015,Carroll,county
18017001,CASS COUNTY JAIL,18017,Cass,county
18019001,CLARK COUNTY SHERIFFS OFFICE,18019,Clark,county
18021001,CLAY COUNTY JAIL,18021,Clay,county
18023001,CLINTON COUNTY JAIL,18023,Clinton,county
18025001,CRAWFORD COUNTY JAIL,18025,Crawford,county
18027001,DAVIESS COUNTY SECURITY CENTER,18027,Daviess,county
18029001,DEARBORN COUNTY SHERIFFS OFFICE,18029,Dearborn,county
18031001,DECATUR COUNTY JAIL,18031,Decatur,county
18033001,DEKALB COUNTY JAIL,18033,DeKalb,county
18035001,DELAWARE COUNTY JAIL,18035,Delaware,county
18037001,DUBOIS COUNTY SHERIFFS OFFICE,18037,Dubois,county
18039001,ELKHART COUNTY SHERIFF'S DEPARTMENT,18039,Elkhart,county
18039002,,18039,Elkhart,municipal
18041001,FAYETTE COUNTY JAIL,18041,Fayette,county
18043001,FLOYD COUNTY JAIL,18043,Floyd,county
18045001,FOUNTAIN COUNTY JAIL,18045,Fountain,county
18047001,FRANKLIN COUNTY SEC. CTR.,18047,Franklin,county
18049001,FULTON COUNTY JAIL,18049,Fulton,county
18051001,GIBSON COUNTY JAIL,18051,Gibson,county
18053001,GRANT COUNTY SECURITY CENTER,18053,Grant,county
18055001,GREENE COUNTY JAIL,18055,Greene,county
18057001,HAMILTON COUNTY SHERIFFS OFFICE,18057,Hamilton,county
18059001,HANCOCK COUNTY,18059,Hancock,county
18061001,HARRISON COUNTY JAIL,18061,Harrison,county
18063001,HENDRICKS COUNTY SHERIFFS DEPARTMENT,18063,Hendricks,county
18065001,HENRY COUNTY JAIL,18065,Henry,county
18067001,HOWARD COUNTY SHERIFFS OFFICE,18067,Howard,county
18069001,HUNTINGTON COUNTY JAIL,18069,Huntington,county
18071001,JACKSON COUNTY SHERIFF'S DEPARTMENT,18071,Jackson,county
18073001,JASPER COUNTY JAIL,18073,Jasper,county
18075001,JAY COUNTY JAIL,18075,Jay,county
18077001,JEFFERSON COUNTY JAIL,18077,Jefferson,county
18079001,JENNINGS COUNTY JAIL,18079,Jennings,county
18081001,JOHNSON COUNTY SHERIFFS OFFICE,18081,Johnson,county
18083001,KNOX COUNTY JAIL,18083,Knox,county
18085001,KOSCIUSKO COUNTY SHERIFFS OFFICE,18085,Kosciusko,county
18087001,LA GRANGE COUNTY JAIL,18087,LaGrange,county
18089001,,18089,Lake,municipal
18089002,,18089,Lake,municipal
18089003,,18089,Lake,municipal
18089004,,18089,Lake,municipal
18089005,LAKE COUNTY SHERIFFS OFFICE,18089,Lake,county
18091001,LA PORTE COUNTY JAIL,18091,LaPorte,county
18093001,LAWRENCE COUNTY SHERIFFS OFFICE,18093,Lawrence,county
18095001,MADISON COUNTY DET. CTR.,18095,Madison,county
18097001,MARION COUNTY JAIL,18097,Marion,municipal
18097002,MARION COUNTY JAIL II - CCA,18097,Marion,private
18099001,MARSHALL COUNTY JAIL,18099,Marshall,county
18101001,MARTIN SECURITY CENTER,18101,Martin,county
18103001,MIAMI COUNTY JAIL,18103,Miami,county
18105001,MONROE COUNTY JAIL,18105,Monroe,county
18107001,MONTGOMERY COUNTY JAIL,18107,Montgomery,county
18109001,MORGAN COUNTY SHERIFFS OFFICE,18109,Morgan,county
18111001,NEWTON COUNTY JAIL,18111,Newton,county
18113001,NOBLE COUNTY JAIL,18113,Noble,county
18115001,,18115,Ohio,county
18117001,ORANGE COUNTY JAIL,18117,Orange,county
18119001,OWEN COUNTY JAIL,18119,Owen,county
18121001,PARKE COUNTY JAIL,18121,Parke,county
18123001,PERRY COUNTY JAIL,18123,Perry,county
18125001,PIKE COUNTY LAW ENFORCEMENT CENTER,18125,Pike,county
18127001,PORTER COUNTY JAIL,18127,Porter,county
18129001,POSEY COUNTY JAIL,18129,Posey,county
18131001,PULASKI COUNTY JAIL,18131,Pulaski,county
18133001,PUTNAM COUNTY SHERIFFS OFFICE,18133,Putnam,county
18135001,RANDOLPH COUNTY JAIL,18135,Randolph,county
18137001,RIPLEY COUNTY JAIL,18137,Ripley,county
18139001,RUSH COUNTY JAIL,18139,Rush,county
18141001,,18141,StJoseph,municipal
18141002,ST. JOSEPH COUNTY POLICE DEPARTMENT,18141,StJoseph,county
18143001,SCOTT COUNTY JAIL,18143,Scott,county
18145001,SHELBY COUNTY JAIL,18145,Shelby,county
18147001,SPENCER COUNTY JAIL,18147,Spencer,county
18149001,STARKE COUNTY JAIL,18149,Starke,county
18151001,STEUBEN COUNTY JAIL,18151,Steuben,county
18153001,SULLIVAN COUNTY JAIL,18153,Sullivan,county
18155001,SWITZERLAND COUNTY JAIL,18155,Switzerland,county
18157001,TIPPECANOE COUNTY JAIL,18157,Tippecanoe,county
18159001,TIPTON COUNTY JAIL,18159,Tipton,county
18161001,UNION COUNTY JAIL,18161,Union,county
18163001,,18163,Vanderburgh,municipal
18163002,VANDERBURGH COUNTY SHERIFFS OFFICE,18163,Vanderburgh,county
18165001,VERMILLION COUNTY JAIL,18165,Vermillion,county
18167001,VIGO COUNTY SHERIFF'S OFFICE,18167,Vigo,county
18169001,WABASH COUNTY SHERIFF'S DEPARTMENT,18169,Wabash,county
18171001,WARREN COUNTY SHERIFFS OFFICE,18171,Warren,county
18173001,WARRICK COUNTY JAIL,18173,Warrick,county
18175001,WASHINGTON COUNTY JAIL,18175,Washington,county
18177001,WAYNE COUNTY JAIL,18177,Wayne,county
18179001,WELLS COUNTY JAIL,18179,Wells,county
18181001,WHITE COUNTY SHERIFFS OFFICE,18181,White,county
18183001,WHITLEY COUNTY JAIL,18183,Whitley,county
19001001,ADAIR COUNTY JAIL,19001,Adair,county
19003001,ADAMS COUNTY JAIL,19003,Adams,county
19005001,ALLAMAKEE COUNTY JAIL,19005,Allamakee,county
19007001,APPANOOSE COUNTY JAIL,19007,Appanoose,county
19009001,AUDUBON COUNTY JAIL,19009,Audubon,county
19011001,BENTON COUNTY JAIL,19011,Benton,county
19013001,,19013,BlackHawk,municipal
19013002,BLACK HAWK COUNTY JAIL,19013,BlackHawk,county
19015001,,19015,Boone,county
19017001,BREMER COUNTY JAIL,19017,Bremer,county
19019001,BUCHANAN COUNTY JAIL,19019,Buchanan,county
19021001,BUENA VISTA COUNTY JAIL,19021,BuenaVista,county
19023001,BUTLER COUNTY JAIL,19023,Butler,county
19025001,,19025,Calhoun,county
19027001,CARROLL COUNTY JAIL,19027,Carroll,county
19029001,CASS COUNTY CORR. FAC.,19029,Cass,county
19031001,CEDAR COUNTY SHERIFFS OFFICE,19031,Cedar,county
19033001,,19033,CerroGordo,municipal
19033002,CERRO GORDO COUNTY LAW ENFORCEMENT CENTER,19033,CerroGordo,county
19035001,,19035,Cherokee,municipal
19035002,CHEROKEE COUNTY JAIL,19035,Cherokee,county
19037001,CHICKASAW COUNTY JAIL,19037,Chickasaw,county
19039001,CLARKE COUNTY JAIL,19039,Clarke,county
19041001,CLAY COUNTY JAIL,19041,Clay,county
19043001,CLAYTON COUNTY JAIL,19043,Clayton,county
19045001,CLINTON COUNTY SHERIFFS OFFICE,19045,Clinton,county
19047001,CRAWFORD COUNTY JAIL,19047,Crawford,county
19049001,DALLAS COUNTY CORR. FAC.,19049,Dallas,county
19051001,DAVIS COUNTY JAIL,19051,Davis,county
19053001,DECATUR COUNTY JAIL,19053,Decatur,county
19055001,DELAWARE COUNTY JAIL,19055,Delaware,county
19057001,DES MOINES COUNTY JAIL,19057,DesMoines,county
19059001,DICKINSON COUNTY JAIL,19059,Dickinson,county
19061001,DUBUQUE COUNTY JAIL,19061,Dubuque,county
19063001,EMMET COUNTY JAIL,19063,Emmet,county
19065001,FAYETTE COUNTY JAIL,19065,Fayette,county
19067001,FLOYD COUNTY JAIL,19067,Floyd,county
19069001,,19069,Franklin,county
19071001,FREMONT COUNTY JAIL,19071,Fremont,county
19073001,GREENE COUNTY JAIL,19073,Greene,county
19075001,GRUNDY COUNTY JAIL,19075,Grundy,county
19077001,GUTHRIE COUNTY JAIL,19077,Guthrie,county
19079001,,19079,Hamilton,municipal
19079002,HAMILTON COUNTY JAIL,19079,Hamilton,county
19081001,HANCOCK COUNTY JAIL,19081,Hancock,county
19083001,HARDIN COUNTY JAIL,19083,Hardin,county
19085001,HARRISON COUNTY JAIL,19085,Harrison,county
19087001,HENRY COUNTY JAIL,19087,Henry,county
19089001,HOWARD COUNTY JAIL,19089,Howard,county
19091001,HUMBOLDT COUNTY JAIL,19091,Humboldt,county
19093001,IDA COUNTY JAIL,19093,Ida,county
19095001,IOWA COUNTY JAIL,19095,Iowa,county
19097001,JACKSON COUNTY DET. CTR.,19097,Jackson,county
19099001,JASPER COUNTY JAIL,19099,Jasper,county
19101001,JEFFERSON COUNTY JAIL,19101,Jefferson,county
19103001,JOHNSON COUNTY JAIL,19103,Johnson,county
19105001,JONES COUNTY JAIL,19105,Jones,county
19107001,KEOKUK COUNTY JAIL,19107,Keokuk,county
19109001,KOSSUTH COUNTY JAIL,19109,Kossuth,county
19111001,,19111,Lee,municipal
19111002,LEE COUNTY W.S. BUCK JONES DETENTION CENTER,19111,Lee,county
19113001,LINN COUNTY CORRECTIONAL CENTER,19113,Linn,county
19115001,LOUISA COUNTY SHERIFFS OFFICE,19115,Louisa,county
19117001,LUCUS COUNTY JAIL,19117,Lucas,county
19119001,LYON COUNTY JAIL,19119,Lyon,county
19121001,MADISON COUNTY JAIL,19121,Madison,county
19123001,MAHASKA COUNTY JAIL,19123,Mahaska,county
19125001,,19125,Marion,municipal
19125002,MARION COUNTY SHERIFFS OFFICE,19125,Marion,county
19127001,MARSHALL COUNTY JAIL,19127,Marshall,county
19129001,MILLS COUNTY JAIL,19129,Mills,county
19131001,MITCHELL COUNTY JAIL,19131,Mitchell,county
19133001,MONONA COUNTY JAIL,19133,Monona,county
19135001,MONROE COUNTY JAIL,19135,Monroe,county
19137001,MONTGOMERY COUNTY JAIL,19137,Montgomery,county
19139001,MUSCATINE COUNTY SHERIFFS OFFICE,19139,Muscatine,county
19141001,OBRIEN COUNTY JAIL,19141,OBrien,county
19143001,OSCEOLA COUNTY JAIL,19143,Osceola,county
19145001,PAGE COUNTY JAIL,19145,Page,county
19147001,PALO ALTO COUNTY JAIL,19147,PaloAlto,county
19149001,PLYMOUTH COUNTY JAIL,19149,Plymouth,county
19151001,POCAHONTAS COUNTY JAIL,19151,Pocahontas,county
19153001,POLK COUNTY SHERIFFS OFFICE,19153,Polk,county
19153002,,19153,Polk,municipal
19155001,,19155,Pottawattamie,municipal
19155002,POTTAWATTAMIE COUNTY JAIL,19155,Pottawattamie,county
19157001,POWESHIEK COUNTY JAIL,19157,Poweshiek,county
19159001,RINGGOLD COUNTY JAIL,19159,Ringgold,county
19161001,SAC COUNTY JAIL,19161,Sac,county
19163001,SCOTT COUNTY SHERIFFS OFFICE,19163,Scott,county
19165001,SHELBY COUNTY JAIL,19165,Shelby,county
19167001,SIOUX COUNTY JAIL,19167,Sioux,county
19169001,STORY COUNTY JAIL,19169,Story,county
19171001,TAMA COUNTY JAIL,19171,Tama,county
19173001,TAYLOR COUNTY JAIL,19173,Taylor,county
19175001,UNION COUNTY JAIL,19175,Union,county
19177001,VAN BUREN COUNTY SHERIFFS OFFICE,19177,VanBuren,county
19179001,WAPELLO COUNTY JAIL,19179,Wapello,county
19181001,WARREN COUNTY JAIL,19181,Warren,county
19183001,WASHINGTON COUNTY JAIL,19183,Washington,county
19185001,WAYNE COUNTY JAIL,19185,Wayne,county
19187001,,19187,Webster,municipal
19187002,WEBSTER COUNTY JAIL,19187,Webster,county
19189001,WINNEBAGO COUNTY JAIL,19189,Winnebago,county
19191001,WINNESHIEK COUNTY SHERIFFS OFFICE,19191,Winneshiek,county
19193001,,19193,Woodbury,county
19193002,WOODBURY COUNTY SHERIFFS OFFICE,19193,Woodbury,municipal
19195001,WORTH COUNTY JAIL,19195,Worth,county
19197001,WRIGHT COUNTY SHERIFFS OFFICE,19197,Wright,county
20001001,ALLEN COUNTY JAIL,20001,Allen,county
20003001,ANDERSON COUNTY JAIL,20003,Anderson,county
20005001,ATCHISON COUNTY JAIL,20005,Atchison,county
20007001,BARBER COUNTY JAIL,20007,Barber,county
20009001,BARTON COUNTY JAIL,20009,Barton,county
20011001,SOUTHEAST KANSAS REGIONAL CORRECTIONAL CENTER,20011,Bourbon,county
20013001,,20013,Brown,municipal
20013002,BROWN COUNTY JAIL,20013,Brown,county
20015001,,20015,Butler,municipal
20015002,BUTLER COUNTY JAIL,20015,Butler,county
20017001,CHASE COUNTY JAIL,20017,Chase,county
20019001,CHAUTAUQUA COUNTY JAIL,20019,Chautauqua,county
20021001,,20021,Cherokee,municipal
20021002,CHEROKEE COUNTY JAIL,20021,Cherokee,county
20021003,GALENA CITY JAIL,20021,Cherokee,municipal
20023001,,20023,Cheyenne,county
20025001,CLARK COUNTY JAIL,20025,Clark,county
20027001,CLAY COUNTY JAIL,20027,Clay,county
20029001,CLOUD COUNTY JAIL,20029,Cloud,county
20031001,COFFEY COUNTY JAIL,20031,Coffey,county
20033001,,20033,Comanche,county
20035001,,20035,Cowley,municipal
20035002,,20035,Cowley,municipal
20035003,COWLEY COUNTY JAIL,20035,Cowley,county
20037001,,20037,Crawford,municipal
20037002,CRAWFORD COUNTY JAIL,20037,Crawford,county
20039001,DECATUR COUNTY JAIL,20039,Decatur,county
20041001,,20041,Dickinson,municipal
20041002,DICKINSON COUNTY JAIL,20041,Dickinson,county
20043001,DONIPHAN COUNTY JAIL,20043,Doniphan,county
20045001,,20045,Douglas,municipal
20045002,DOUGLAS COUNTY JAIL,20045,Douglas,county
20047001,EDWARDS COUNTY JAIL,20047,Edwards,county
20049001,ELK COUNTY JAIL,20049,Elk,county
20051001,ELLIS COUNTY JAIL,20051,Ellis,county
20053001,ELLSWORTH COUNTY LAW ENFORCEMENT CTR.,20053,Ellsworth,county
20055001,FINNEY COUNTY JAIL,20055,Finney,county
20057001,,20057,Ford,municipal
20057002,FORD COUNTY JAIL,20057,Ford,county
20059001,FRANKLIN COUNTY JAIL,20059,Franklin,county
20061001,,20061,Geary,municipal
20061002,GEARY COUNTY DETENTION CENTER,20061,Geary,county
20063001,,20063,Gove,county
20065001,GRAHAM COUNTY JAIL,20065,Graham,county
20067001,GRANT COUNTY JAIL,20067,Grant,county
20069001,,20069,Gray,county
20071001,GREELEY COUNTY JAIL,20071,Greeley,county
20073001,,20073,Greenwood,municipal
20073002,GREENWOOD COUNTY JAIL,20073,Greenwood,county
20075001,HAMILTON COUNTY JAIL,20075,Hamilton,county
20077001,HARPER COUNTY JAIL,20077,Harper,county
20079001,HARVEY COUNTY JAIL,20079,Harvey,county
20081001,HASKELL COUNTY JAIL,20081,Haskell,county
20083001,HODGEMAN COUNTY JAIL,20083,Hodgeman,county
20085001,JACKSON COUNTY SHERIFF'S OFFICE JAIL DIVISION,20085,Jackson,county
20087001,JEFFERSON COUNTY JAIL,20087,Jefferson,county
20089001,JEWELL COUNTY JAIL,20089,Jewell,county
20091001,JOHNSON COUNTY SHERIFFS OFFICE,20091,Johnson,county
20093001,KEARNY COUNTY JAIL,20093,Kearny,county
20095001,KINGMAN COUNTY SHERIFFS OFFICE,20095,Kingman,county
20097001,KIOWA COUNTY JAIL,20097,Kiowa,county
20099001,,20099,Labette,municipal
20099002,LABETTE COUNTY JAIL,20099,Labette,county
20101001,LANE COUNTY JAIL,20101,Lane,county
20103001,LEAVENWORTH COUNTY SHERIFFS OFFICE,20103,Leavenworth,county
20103002,CCA LEAVENWORTH DETENTION CENTER,20103,Leavenworth,private
20105001,LINCOLN COUNTY JAIL,20105,Lincoln,county
20107001,LINN COUNTY JAIL,20107,Linn,county
20109001,,20109,Logan,county
20109002,OAKLEY CITY JAIL,20109,Logan,municipal
20111001,,20111,Lyon,municipal
20111002,LYON COUNTY JAIL,20111,Lyon,county
20113001,MCPHERSON COUNTY JAIL,20113,McPherson,county
20115001,MARION COUNTY JAIL,20115,Marion,county
20117001,MARSHALL COUNTY JAIL,20117,Marshall,county
20119001,MEADE COUNTY SHERIFFS OFFICE,20119,Meade,county
20121001,MIAMI COUNTY SHERIFFS OFFICE,20121,Miami,county
20123001,MITCHELL COUNTY JAIL,20123,Mitchell,county
20125001,,20125,Montgomery,municipal
20125002,MONTGOMERY COUNTY JAIL,20125,Montgomery,county
20127001,MORRIS COUNTY JAIL,20127,Morris,county
20129001,MORTON COUNTY JAIL,20129,Morton,county
20131001,NEMAHA COUNTY JAIL,20131,Nemaha,county
20133001,NEOSHO COUNTY JAIL,20133,Neosho,county
20135001,NESS COUNTY JAIL,20135,Ness,county
20137001,NORTON COUNTY JAIL,20137,Norton,county
20139001,OSAGE COUNTY JAIL,20139,Osage,county
20141001,OSBORNE COUNTY JAIL,20141,Osborne,county
20143001,OTTAWA COUNTY DETENTION CENTER,20143,Ottawa,county
20145001,PAWNEE COUNTY JAIL,20145,Pawnee,county
20147001,PHILLIPS COUNTY JAIL,20147,Phillips,county
20149001,POTTAWATOMIE COUNTY SHERIFFS OFFICE,20149,Pottawatomie,county
20151001,PRATT COUNTY JAIL,20151,Pratt,county
20153001,RAWLINS COUNTY JAIL,20153,Rawlins,county
20155001,RENO COUNTY JAIL,20155,Reno,county
20157001,REPUBLIC COUNTY JAIL,20157,Republic,county
20159001,RICE COUNTY JAIL,20159,Rice,county
20161001,,20161,Riley,municipal
20161002,RILEY COUNTY POLICE DEPARTMENT,20161,Riley,county
20163001,ROOKS COUNTY JAIL,20163,Rooks,county
20165001,,20165,Rush,county
20167001,RUSSELL COUNTY JAIL,20167,Russell,county
20169001,,20169,Saline,municipal
20169002,SALINE COUNTY JAIL,20169,Saline,county
20171001,SCOTT COUNTY JAIL,20171,Scott,county
20173001,,20173,Sedgwick,municipal
20173002,SEDGWICK COUNTY SHERIFFS OFFICE,20173,Sedgwick,county
20175001,SEWARD COUNTY JAIL,20175,Seward,county
20177001,,20177,Shawnee,municipal
20177002,SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS,20177,Shawnee,county
20179001,SHERIDAN COUNTY SHERIFFS DEPT.,20179,Sheridan,county
20181001,SHERMAN COUNTY JAIL,20181,Sherman,county
20183001,SMITH COUNTY JAIL,20183,Smith,county
20185001,,20185,Stafford,county
20187001,STANTON COUNTY LAW ENFORCEMENT CTR.,20187,Stanton,county
20189001,STEVENS COUNTY JAIL,20189,Stevens,county
20191001,SUMNER COUNTY JAIL,20191,Sumner,county
20193001,THOMAS COUNTY SHERIFFS OFFICE,20193,Thomas,county
20195001,TREGO COUNTY JAIL,20195,Trego,county
20197001,WABAUNSEE COUNTY JAIL,20197,Wabaunsee,county
20199001,WALLACE COUNTY JAIL,20199,Wallace,county
20201001,WASHINGTON COUNTY LAW ENFORCEMENT CENTER,20201,Washington,county
20203001,,20203,Wichita,county
20205001,WILSON COUNTY SHERIFFS OFFICE,20205,Wilson,county
20207001,WOODSON COUNTY SHERIFFS OFFICE,20207,Woodson,county
20209001,WYANDOTTE COUNTY JAIL,20209,Wyandotte,county
20209002,WYANDOTTE COUNTY JAIL,20209,Wyandotte,municipal
21001001,ADAIR COUNTY REGIONAL JAIL,21001,Adair,county
21003001,ALLEN COUNTY DETENTION CENTER,21003,Allen,county
21005001,,21005,Anderson,county
21005002,,21005,Anderson,municipal
21007001,BALLARD COUNTY DETENTION CENTER,21007,Ballard,county
21009001,BARREN COUNTY DETENTION CENTER,21009,Barren,county
21011001,COUNTY JAIL,21011,Bath,county
21013001,,21013,Bell,municipal
21013002,BELL COUNTY DETENTION CENTER,21013,Bell,county
21015001,BOONE COUNTY JAIL,21015,Boone,county
21017001,BOURBON COUNTY REGIONAL DETENTION CENTER,21017,Bourbon,county
21019001,,21019,Boyd,municipal
21019002,BOYD COUNTY DETENTION CENTER,21019,Boyd,county
21021001,,21021,Boyle,municipal
21021002,BOYLE COUNTY DETENTION CENTER,21021,Boyle,county
21023001,,21023,Bracken,county
21023002,,21023,Bracken,municipal
21025001,,21025,Breathitt,county
21027001,BRECKINRIDGE COUNTY DETENTION CENTER,21027,Breckinridge,county
21029001,,21029,Bullitt,municipal
21029002,BULLITT COUNTY DETENTION CENTER,21029,Bullitt,county
21031001,BUTLER COUNTY JAIL,21031,Butler,county
21033001,CALDWELL CO JAIL,21033,Caldwell,county
21035001,,21035,Calloway,municipal
21035002,CALLOWAY COUNTY JAIL WORKHOUSE,21035,Calloway,county
21037001,,21037,Campbell,municipal
21037002,CAMPBELL COUNTY DETENTION CENTER,21037,Campbell,county
21039001,,21039,Carlisle,county
21041001,CARROLL COUNTY DETENTION CENTER,21041,Carroll,county
21041002,CITY JAIL,21041,Carroll,municipal
21043001,CARTER COUNTY DETENTION CENTER,21043,Carter,county
21045001,CASEY COUNTY DETENTION CENTER,21045,Casey,county
21047001,,21047,Christian,municipal
21047002,CHRISTIAN COUNTY JAIL,21047,Christian,county
21049001,CLARK COUNTY DETENTION CENTER,21049,Clark,county
21051001,CLAY COUNTY DETENTION CENTER,21051,Clay,county
21053001,CLINTON COUNTY JAIL,21053,Clinton,county
21055001,CRITTENDEN COUNTY DETENTION CENTER,21055,Crittenden,county
21057001,,21057,Cumberland,county
21059001,DAVIESS COUNTY DETENTION CENTER,21059,Daviess,county
21061001,EDMONDSON CO JAIL,21061,Edmonson,county
21063001,,21063,Elliott,county
21065001,ESTILL COUNTY JAIL,21065,Estill,county
21067001,LEXINGTON FAYETTE URBAN COUNTY GOVERNMENT DIVISION OF COMMUNITY CORRECTIONS,21067,Fayette,municipal
21067002,LEXINGTON-FAYETTE COUNTY,21067,Fayette,county
21069001,FLEMING CO JAIL,21069,Fleming,county
21071001,FLOYD COUNTY DETENTION CENTER,21071,Floyd,county
21073001,,21073,Franklin,municipal
21073002,FRANKLIN COUNTY REGIONAL JAIL,21073,Franklin,county
21075001,FULTON COUNTY DETENTION CENTER,21075,Fulton,county
21077001,GALLATIN COUNTY JAIL,21077,Gallatin,county
21079001,,21079,Garrard,county
21081001,GRANT COUNTY JAIL,21081,Grant,county
21083001,,21083,Graves,municipal
21083002,GRAVES COUNTY,21083,Graves,county
21085001,GRAYSON COUNTY DETENTION CENTER,21085,Grayson,county
21087001,,21087,Green,county
21089001,GREENUP COUNTY DETENTION CENTER,21089,Greenup,county
21091001,HANCOCK COUNTY JAIL,21091,Hancock,county
21093001,HARDIN COUNTY DETENTION CENTER,21093,Hardin,county
21095001,HARLAN COUNTY DETENTION CENTER,21095,Harlan,county
21097001,,21097,Harrison,county
21099001,,21099,Hart,municipal
21099002,HART COUNTY JAIL,21099,Hart,county
21101001,HENDERSON COUNTY DETENTION CENTER,21101,Henderson,county
21103001,,21103,Henry,municipal
21103002,COUNTY JAIL,21103,Henry,county
21105001,HICKMAN COUNTY DETENTION CENTER,21105,Hickman,county
21107001,,21107,Hopkins,municipal
21107002,HOPKINS COUNTY JAIL,21107,Hopkins,county
21109001,JACKSON COUNTY DENTENTION CENTER,21109,Jackson,county
21111001,JEFFERSON COUNTY,21111,Jefferson,county
21111002,LOUISVILLE METRO DEPARTMENT OF CORRECTIONS,21111,Jefferson,municipal
