vera_jid,facility_uid,facility_name,year,rated_capacity
13071002,11CNT03503509000,COLQUITT COUNTY,1993,
13073001,11CNT03603606000,COLUMBIA COUNTY,2004,288.0
13073001,11CNT03603606100,Columbia Co. Det. Ctr.,2013,338.0
13075002,11CNT03703706100,Cook Co. Jail,2013,130.0
13077001,11CNT03803806000,COWETA COUNTY JAIL,2004,516.0
13077001,11CNT03803806010,,2018,632.0
13077001,11CNT03803806100,COWETA COUNTY SHERIFF'S OFFICE,2017,408.0
13077001,11CNT03803806200,,1970,65.0
13077001,11CNT03803809000,COWETA COUNTY,1993,
13079001,11CNT03903906100,Crawford Co. Jail,2013,22.0
13081001,11CNT04004006000,CRISP COUNTY JAIL,2006,170.0
13081001,11CNT04004006100,CRISP COUNTY JAIL,2014,225.0
13083001,11CNT04104106100,,2018,110.0
13085001,11CNT04204206000,DAWSON COUNTY JAIL,2006,154.0
13085001,11CNT04204206100,,2018,192.0
13087001,11CNT04304306000,DECATUR COUNTY CORRECTIONAL INSTITUTION,2006,553.0
13087001,11CNT04304306100,,2018,488.0
13087001,11CNT04304306199,DECATUR COUNTY JAIL,2014,59.0
13087001,11CNT04304306200,DECATUR COUNTY SHERIFFS OFFICE,2017,99.0
13087001,11CNT04304309000,DECATUR COUNTY,1993,
13089002,11CNT04404406000,DEKALB COUNTY JAIL,2006,3636.0
13089002,11CNT04404406100,DEKALB COUNTY SHERIFFS OFFICE,2017,3636.0
13089002,11CNT04404406200,,1970,163.0
13091001,11CNT04504506000,DODGE COUNTY,1998,56.0
13091001,11CNT04504506100,,2018,164.0
13093001,11CNT04604606100,Dooly County Justice Center,2013,158.0
13095001,11CNT04704706000,DOUGHERTY COUNTY JAIL,2006,1230.0
13095001,11CNT04704706100,,2018,1260.0
13095001,11CNT04704706200,,1970,33.0
13097001,11CNT04804806000,DOUGLAS COUNTY JAIL,2006,470.0
13097001,11CNT04804806100,,2018,1716.0
13099002,11CNT04904906000,EARLY COUNTY,2004,66.0
13099002,11CNT04904906100,Early Co. Jail,2013,70.0
13101001,11CNT05005006100,,1970,8.0
13103001,11CNT05105106000,EFFINGHAM COUNTY PRISON,2006,362.0
13103001,11CNT05105106010,,2018,422.0
13103001,11CNT05105106100,EFFINGHAM COUNTY SHERIFFS OFFICE,2017,230.0
13103001,11CNT05105109000,EFFINGHAM COUNTY,1993,
13105001,11CNT05205206100,ELBERT COUNTY JAIL,2006,
13107001,11CNT05305306100,EMANUEL COUNTY JAIL,2006,
13109001,11CNT05405406100,Evans Co. Jail,2013,30.0
13111001,11CNT05505506100,Fannin Co. Jail,2013,84.0
13113001,11CNT05605606000,FAYETTE COUNTY,2004,384.0
13113001,11CNT05605606100,Fayette Co. Jail,2013,404.0
13115002,11CNT05705706000,FLOYD COUNTY JAIL,2006,1278.0
13115002,11CNT05705706010,FLOYD COUNTY PRISON,2017,448.0
13115002,11CNT05705706100,FLOYD COUNTY SHERIFFS OFFICE,2017,819.0
13115002,11CNT05705706200,,2018,1131.0
13115002,11CNT05705709000,FLOYD COUNTY,1993,
13117001,11CNT05805806000,FORSYTH COUNTY,2004,134.0
13117001,11CNT05805806100,Forsyth Co. Jail,2013,227.0
13119001,11CNT05905906000,,1987,12.0
13119001,11CNT05905906100,,2018,72.0
13121006,11CNT06006006000,FULTON COUNTY SHERIFF'S OFFICE,2016,3112.0
13121006,11CNT06006006050,FULTON COUNTY CORRECTIONAL,1993,135.0
13121006,11CNT06006006060,FULTON COUNTY ALPHARETTA,1993,135.0
13121006,11CNT06006006070,FULTON COUNTY STONEWALL,1993,120.0
13121006,11CNT06006006100,FULTON COUNTY JAIL,1993,2278.0
13121006,11CNT06006006200,SOUTH FULTON REGIONAL JAIL,2012,323.0
13121006,11CNT06006006400,,1970,892.0
13121006,11CNT06006006500,,1978,195.0
13121006,11CNT06006006600,,1978,132.0
13121006,11CNT06006006700,,1978,124.0
13121006,11CNT06006009000,FULTON COUNTY,1993,
13123001,11CNT06106106100,Gilmer Co. Jail,2013,143.0
13127001,11CNT06306306000,GLYNN COUNTY DETENTION CENTER,2006,344.0
13127001,11CNT06306306100,,2018,600.0
13129001,11CNT06406406000,GORDON COUNTY JAIL,2006,106.0
13129001,11CNT06406406100,,2018,376.0
13131001,11CNT06506506100,GRADY COUNTY DETENTION CENTER,2006,
13133001,11CNT06606606000,GREENE COUNTY LAW ENFORCEMENT CENTER,2006,120.0
13133001,11CNT06606606100,GREENE COUNTY LAW ENFORCEMENT CENTER,2014,120.0
13135001,11CNT06706706000,GWINNETT CO DEPARTMENT OF CORRECTIONS,2006,2076.0
13135001,11CNT06706706010,GWINNETT COUNTY DEPARTMENT OF CORRECTION,2017,788.0
13135001,11CNT06706706100,,2018,3042.0
13135001,11CNT06706706200,,1970,24.0
13135001,11CNT06706709000,GWINNETT COUNTY,1993,
13137001,11CNT06806806100,HABERSHAM COUNTY JAIL,2006,
13139002,11CNT06906906000,HALL COUNTY DETENTION CENTER,2006,727.0
13139002,11CNT06906906010,,2018,923.0
13139002,11CNT06906906100,HALL COUNTY SHERIFFS OFFICE,2017,1025.0
13139002,11CNT06906909000,HALL COUNTY,1993,
13141001,11CNT07007006100,Hancock Co. Jail,2013,100.0
13143001,11CNT07107106100,Haralson Co. Jail,2013,120.0
13145001,11CNT07207206000,HARRIS COUNTY JAIL,2006,229.0
13145001,11CNT07207206010,HARRIS COUNTY PRISON,2014,128.0
13145001,11CNT07207206100,HARRIS COUNTY JAIL,2014,100.0
13145001,11CNT07207209000,HARRIS COUNTY,1993,
13147001,11CNT07307306000,,1992,56.0
13147001,11CNT07307306100,Hart Co. Jail,2013,55.0
13149001,11CNT07407406100,Heard Co. Jail,2013,60.0
13151001,11CNT07507506000,HENRY COUNTY JAIL,2006,419.0
13151001,11CNT07507506100,,1978,20.0
13151001,11CNT07507506199,HENRY COUNTY,2014,908.0
13151001,11CNT07507506200,,2018,908.0
13153001,11CNT07607606000,HOUSTON COUNTY JAIL,2006,529.0
13153001,11CNT07607606010,HOUSTON COUNTY CORRECTIONAL,1993,105.0
13153001,11CNT07607606100,,2018,665.0
13153001,11CNT07607606200,HOUSTON CO. SHERIFF@S DEPT. - CAP,1988,16.0
13153001,11CNT07607609000,HOUSTON COUNTY,1993,
13155001,11CNT07707706000,IRWIN COUNTY JAIL,2006,689.0
13155001,11CNT07707706100,,2018,1000.0
13157001,11CNT07807806000,JACKSON COUNTY JAIL,2006,297.0
13157001,11CNT07807806009,JACKSON COUNTY CORRECTIONAL INSTITUTION,2014,150.0
13157001,11CNT07807806010,Jackson County Prison,2013,150.0
13157001,11CNT07807806100,JACKSON COUNTY JAIL,2014,424.0
13157001,11CNT07807809000,JACKSON COUNTY,1993,
13159001,11CNT07907906000,JASPER COUNTY,1998,64.0
13159001,11CNT07907906010,,1983,40.0
13159001,11CNT07907906100,Jasper Co. Jail,2013,64.0
13161001,11CNT08008006000,JEFF DAVIS COUNTY,2004,60.0
13161001,11CNT08008006100,Jeff Davis Co. Jail,2013,68.0
13163004,11CNT08108106000,JEFFERSON COUNTY JAIL,2006,322.0
13163004,11CNT08108106010,JEFFERSON COUNTY PRISON,2017,142.0
13163004,11CNT08108106100,,1978,90.0
13163004,11CNT08108106200,,2018,128.0
13163004,11CNT08108109000,JEFFERSON COUNTY,1993,
13165001,11CNT08208206000,JENKINS COUNTY JAIL,2006,35.0
13165001,11CNT08208206100,,2018,65.0
13167001,11CNT08308306000,JOHNSON COUNTY,2004,12.0
13167001,11CNT08308306100,Johnson Co. Jail,2013,52.0
13169001,11CNT08408406100,Jones Co. Jail,2013,124.0
13171001,11CNT08508506000,LAMAR COUNTY JAIL,2006,150.0
13171001,11CNT08508506100,LAMAR COUNTY DETENTION CENTER,2014,158.0
13173001,11CNT08608606000,,1992,10.0
13173001,11CNT08608606100,LANIER COUNTY JAIL,1999,10.0
13175002,11CNT08708706000,LAURENS COUNTY,2004,270.0
13175002,11CNT08708706100,Laurens Co. Jail,2013,270.0
13177001,11CNT08808806100,Lee Co. Jail,2013,112.0
13179001,11CNT08908906000,,1987,55.0
13179001,11CNT08908906100,Liberty Co. Jail,2013,299.0
13181001,11CNT09009006000,LINCOLN COUNTY,1998,82.0
13181001,11CNT09009006100,LINCOLN COUNTY JAIL,2006,
13183001,11CNT09109106100,,1970,20.0
13185001,11CNT09209206000,LOWNDES COUNTY,2004,630.0
13185001,11CNT09209206100,,1978,95.0
13185001,11CNT09209206200,Lowndes Co. Jail,2013,910.0
13187001,11CNT09309306000,,1992,54.0
13187001,11CNT09309306100,Lumpkin Co. Jail,2013,200.0
13189001,11CNT09409406000,MCDUFFIE COUNTY JAIL,2006,218.0
13189001,11CNT09409406100,,2018,240.0
13191001,11CNT09509506100,McIntosh Co. Jail,2013,120.0
13193001,11CNT09609606100,Macon Co. Jail,2013,68.0
13195001,11CNT09709706100,"Madison Co, Jail",2013,64.0
13197002,11CNT09809806000,,1987,13.0
13197002,11CNT09809806100,Marion Co. Jail,2013,30.0
13199001,11CNT09909906000,MERIWETHER COUNTY,1998,104.0
13199001,11CNT09909906010,MERIWETHER COUNTY CORRECTIONAL,1993,85.0
13199001,11CNT09909906100,Meriwether Co. Det. Ctr.,2013,113.0
13199001,11CNT09909909000,MERIWETHER COUNTY,1993,
13201001,11CNT10010006100,MILLER COUNTY JAIL,2006,
13205001,11CNT10110106000,,1992,140.0
13205001,11CNT10110106010,Mitchell County Prison,2013,130.0
13205001,11CNT10110106100,Mitchell County Justice Center,2013,122.0
13205001,11CNT10110109000,MITCHELL COUNTY,1993,
13207001,11CNT10210206000,MONROE COUNTY,1998,44.0
13207001,11CNT10210206100,Monroe Co. Jail,2013,168.0
13209001,11CNT10310306000,MONTGOMERY COUNTY,2004,20.0
13209001,11CNT10310306100,MONTGOMERY COUNTY JAIL,1999,23.0
13211002,11CNT10410406100,Morgan Co. Det. Ctr.,2013,197.0
13213001,11CNT10510506000,MURRAY COUNTY,1998,120.0
13213001,11CNT10510506100,Murray County Sheriffs Office,2013,160.0
13215001,11CNT10610606000,MUSCOGEE COUNTY,1998,1190.0
13215001,11CNT10610606020,MUSCOGEE COUNTY CORRECTIONAL,1993,250.0
13215001,11CNT10610606100,MUSCOGEE COUNTY JAIL,1993,604.0
13215001,11CNT10610606200,,1978,260.0
13215001,11CNT10610609000,COLUMBUS CONSOLIDATED GOVERNMENT,1993,
13217002,11CNT10710706000,NEWTON COUNTY,1998,174.0
13217002,11CNT10710706100,Newton Co. Jail,2013,650.0
13219001,11CNT10810806100,Oconee Co. Jail,2013,137.0
13221001,11CNT10910906000,OGLETHORPE COUNTY,1998,16.0
13221001,11CNT10910906100,OGLETHORPE COUNTY JAIL,1999,12.0
13223001,11CNT11011006000,PAULDING COUNTY DETENTION CENTER,2006,300.0
13223001,11CNT11011006100,PAULDING COUNTY DETENTION CENTER,2014,300.0
13225001,11CNT11111106000,PEACH COUNTY LAW ENFORCEMENT CENTER,2006,76.0
13225001,11CNT11111106100,PEACH COUNTY LAW ENFORCEMENT CENTER,2014,125.0
13227001,11CNT11211206000,PICKENS COUNTY,2004,52.0
13227001,11CNT11211206100,,2018,156.0
13229002,11CNT11311306100,Pierce Co. Jail,2013,72.0
13231001,11CNT11411406100,,2018,33.0
13233001,11CNT11511506000,POLK COUNTY,1998,145.0
13233001,11CNT11511506100,Polk Co. Jail,2013,320.0
13235001,11CNT11611606100,Pulaski Co. Jail,2013,42.0
13237001,11CNT11711706000,PUTNAM COUNTY JAIL,2006,120.0
13237001,11CNT11711706100,PUTNAM COUNTY SHERIFF'S DEPT. JAIL,2014,120.0
13239001,11CNT11811806100,,1970,5.0
13241001,11CNT11911906100,Rabun Co. Jail,2013,102.0
13243001,11CNT12012006000,,1992,32.0
13243001,11CNT12012006100,,2018,47.0
13243001,11CNT12012006300,,1978,40.0
13245001,11CNT12112106000,RICHMOND COUNTY,1998,1246.0
13245001,11CNT12112106010,RICHMOND COUNTY CORRECTIONAL,1993,350.0
13245001,11CNT12112106100,RICHMOND COUNTY JAIL,1993,340.0
13245001,11CNT12112109000,RICHMOND COUNTY,1993,
13247001,11CNT12212206000,ROCKDALE COUNTY,2004,308.0
13247001,11CNT12212206100,ROCKDALE COUNTY JAIL,2006,
13249001,11CNT12312306000,SCHLEY COUNTY JAIL,2006,12.0
13249001,11CNT12312306100,SCHLEY COUNTY DETENTION CENTER,2014,12.0
13251001,11CNT12412406010,SCREVEN COUNTY PRISON,2017,148.0
13251001,11CNT12412406100,,2018,247.0
13251001,11CNT12412406200,SCREVEN COUNTY PRISON,2006,
13253001,11CNT12512506000,SEMINOLE COUNTY,1998,18.0
13253001,11CNT12512506100,Seminole Co. Jail,2013,54.0
13255002,11CNT12612606000,SPALDING COUNTY CORRECTIONAL INSTITUTION,2006,907.0
13255002,11CNT12612606009,SPALDING COUNTY CORRECTIONAL INSTITUTION,2014,384.0
13255002,11CNT12612606010,SPALDING COUNTY CORRECTIONAL INSTITUTION,2017,384.0
13255002,11CNT12612606100,,2018,755.0
13255002,11CNT12612609000,SPALDING COUNTY,1993,
13257001,11CNT12712706000,STEPHENS COUNTY,1998,102.0
13257001,11CNT12712706100,Stephens Co. Jail,2013,192.0
13259001,11CNT12812806000,STEWART COUNTY JAIL,2004,115.0
13259001,11CNT12812806010,STEWART COUNTY CORRECTIONAL INSTITUTION,2006,
13259001,11CNT12812806100,STEWART COUNTY JAIL,1999,14.0
13261002,11CNT12912906000,SUMTER COUNTY JAIL,2006,602.0
13261002,11CNT12912906010,,2018,610.0
13261002,11CNT12912906100,SUMTER COUNTY SHERIFF'S OFFICE,2017,260.0
13261002,11CNT12912909000,SUMTER COUNTY,1993,
13263001,11CNT13013006100,TALBOT COUNTY JAIL,2006,
13265001,11CNT13113106100,,1970,6.0
13267001,11CNT13213206100,Tattnall Co. Jail,2013,150.0
13269001,11CNT13313306100,Taylor Co. Jail,2013,63.0
13271001,11CNT13413406100,TELFAIR COUNTY SHERIFFS OFFICE,2016,30.0
13273002,11CNT13513506000,,1992,102.0
13273002,11CNT13513506100,TERRELL COUNTY CORRECTIONAL INSTITUTION,2006,
13273002,11CNT13513506200,Terrell Co. Jail,2013,30.0
13273002,11CNT13513509000,TERRELL COUNTY,1993,
13275002,11CNT13613606000,THOMAS COUNTY PRISON,2006,490.0
13275002,11CNT13613606010,THOMAS COUNTY PRISON,2017,196.0
13275002,11CNT13613606100,,2018,480.0
13275002,11CNT13613609000,THOMAS COUNTY,1993,
13277002,11CNT13713706000,TIFT COUNTY,1998,260.0
13277002,11CNT13713706100,,2018,224.0
13277002,11CNT13713706200,TIFT COUNTY WORK CAMP,1993,38.0
13277002,11CNT13713709000,TIFT COUNTY,1993,
13279002,11CNT13813806100,Toombs Co. Jail,2013,121.0
13281001,11CNT13913906100,Towns Co. Det. Ctr.,2013,51.0
13283001,11CNT14014006000,TREUTLEN COUNTY,2004,20.0
13283001,11CNT14014006100,Treutlen Co. Jail,2013,22.0
13285002,11CNT14114106000,TROUP COUNTY JAIL,2006,604.0
13285002,11CNT14114106010,TROUP COUNTY PRISON,2017,372.0
13285002,11CNT14114106100,,2018,540.0
13285002,11CNT14114109000,TROUP COUNTY,1993,
13287001,11CNT14214206100,Turner Co. Jail,2013,108.0
13287001,11CNT14214206300,,1970,100.0
13289001,11CNT14314306100,,1983,14.0
13291001,11CNT14414406000,SOUTH FULTON COUNTY REGIONAL JAIL,2004,325.0
13291001,11CNT14414406100,Union Co. Jail,2013,57.0
13293002,11CNT14514506000,UPSON COUNTY JAIL,2006,213.0
13293002,11CNT14514506010,1E+32,1993,72.0
13293002,11CNT14514506100,UPSON COUNTY SHERIFF'S OFFICE AND JAIL,2014,217.0
13295001,11CNT14614606000,WALKER COUNTY,2004,203.0
13295001,11CNT14614606100,Walker Co. Jail,2013,225.0
13297002,11CNT14714706000,WALTON COUNTY,2004,168.0
13297002,11CNT14714706100,Walton Co. Jail,2013,466.0
13299001,11CNT14814806000,,1987,50.0
13299001,11CNT14814806100,,2018,504.0
13301001,11CNT14914906100,,1978,14.0
13301001,11CNT14914906300,,1970,14.0
13303001,11CNT15015006000,WASHINGTON COUNTY JAIL,2006,80.0
13303001,11CNT15015006100,WASHINGTON COUNTY JAIL,2014,52.0
13305001,11CNT15115106000,WAYNE COUNTY CORRECTION FACILITY,2006,170.0
13305001,11CNT15115106100,WAYNE COUNTY CORRECTION FACILITY,2014,180.0
13307001,11CNT15215206100,WEBSTER CO JAIL,1988,11.0
13309001,11CNT15315306100,WHEELER COUNTY JAIL,2006,
13311001,11CNT15415406000,WHITE COUNTY,2004,64.0
13311001,11CNT15415406100,White Co. Jail,2013,176.0
13313001,11CNT15515506000,WHITFIELD COUNTY JAIL,2006,544.0
13313001,11CNT15515506100,,2018,626.0
13315001,11CNT15615606100,Wilcox Co. Jail,2013,20.0
13317001,11CNT15715706000,,1992,46.0
13317001,11CNT15715706100,Cecil A. Moore Law Enforcement Ctr.,2013,80.0
13319001,11CNT15815806100,Wilkinson Co. Jail,2013,45.0
13321001,11CNT15915906100,Worth Co. Jail,2013,44.0
13321001,11CNT15915906200,CORRECTIONAL INSTITUTE,1988,50.0
13003001,11MUN00200106100,,1970,6.0
13005002,11MUN00300106100,ALMA CITY JAIL,1988,18.0
13009002,11MUN00500106100,Milledgeville City Jail,2013,22.0
13013002,11MUN00700606100,WINDER CITY JAIL,2006,
13017002,11MUN00900106100,CITY JAIL,1988,20.0
13019002,11MUN01000306100,NASHVILLE CITY JAIL,1999,24.0
13021001,11MUN01100106100,,1978,140.0
13033002,11MUN01700406100,CITY JAIL,1988,12.0
13035001,11MUN01800206100,Jackson City Jail,2013,16.0
13045003,11MUN02200106000,BOWDON CITY JAIL,2006,6.0
13045003,11MUN02200106100,BOWDON CITY JAIL,2012,6.0
13045001,11MUN02200206100,,1978,14.0
13051001,11MUN02500306100,,1978,76.0
13059002,11MUN02900106000,CLARKE COUNTY JAIL,2006,450.0
13059002,11MUN02900106010,ATHENS-CLARKE COUNTY CORRECTIONAL INSTITUTION,2017,120.0
13059002,11MUN02900106020,,2018,860.0
13059002,11MUN02900106100,,1970,37.0
13059002,11MUN02900106200,CLARKE COUNTY SHERIFF'S OFFICE,2017,624.0
13063002,11MUN03100106000,FOREST PARK CITY,1997,176.0
13063002,11MUN03100106100,FOREST PARK CITY JAIL,1993,30.0
13063003,11MUN03100606100,RIVERDALE CITY JAIL,1993,10.0
13067001,11MUN03300106000,COBB COUNTY,1998,7.0
13067001,11MUN03300106100,City of Acworth Detention Center,2013,45.0
13067004,11MUN03300306100,Kennesaw City Jail,2013,26.0
13067003,11MUN03300406000,,1992,52.0
13067003,11MUN03300406100,MARIETTA CITY JAIL,1993,52.0
13067005,11MUN03300506100,POWDER SPRINGS CITY JAIL,1999,9.0
13067006,11MUN03300606100,Smyrna City Jail,2013,64.0
13069001,11MUN03400306100,,1970,15.0
13071001,11MUN03500606100,CITY JAIL,1988,88.0
13073002,11MUN03600206000,GROVETOWN CITY,2004,14.0
13073002,11MUN03600206100,Grovetown City Jail,2013,22.0
13075001,11MUN03700106000,ADEL CITY,2004,52.0
13075001,11MUN03700106100,ADEL CITY JAIL,1999,54.0
13077002,11MUN03800406100,NEWNAN CITY JAIL,1999,12.0
13089001,11MUN04400606100,,1978,8.0
13099001,11MUN04900106100,,1978,10.0
13105002,11MUN05200206000,ELBERT COUNTY,1998,14.0
13105002,11MUN05200206100,ELBERTON CITY JAIL,1999,14.0
13109002,11MUN05400106000,,1987,14.0
13109002,11MUN05400106100,Claxton City Jail,2013,10.0
13115001,11MUN05700206100,,1983,96.0
13121007,11MUN06000106100,ALPHARETTA CITY JAIL,1999,21.0
13121003,11MUN06000206000,,2018,1314.0
13121003,11MUN06000206020,ATLANTA CORRECTIONAL CENTER,1993,300.0
13121003,11MUN06000206030,ATLANTA PRE-TRIAL,1993,302.0
13121003,11MUN06000206100,,1978,400.0
13121003,11MUN06000206200,,1978,405.0
13121003,11MUN06000209000,ATLANTA CITY,1993,
13121001,11MUN06000306100,CITY JAIL,1988,60.0
13121004,11MUN06000406000,EAST POINT CITY JAIL,2006,94.0
13121004,11MUN06000406100,EAST POINT CITY JAIL,2014,109.0
13121005,11MUN06000506100,FAIRBURN CITY JAIL,1999,16.0
13121002,11MUN06000806100,CITY JAIL,1988,12.0
13121009,11MUN06000906100,Roswell City Jail,2013,9.0
13121008,11MUN06001006100,UNION CITY JAIL,1993,9.0
13135002,11MUN06700206100,,1978,12.0
13135003,11MUN06700606100,LILBURN CITY JAIL,1999,6.0
13139001,11MUN06900306100,GAINESVILLE CITY JAIL,1993,21.0
13153002,11MUN07600206100,,1978,48.0
13163001,11MUN08100306100,,1970,9.0
13163002,11MUN08100606100,,1970,6.0
13163003,11MUN08100706100,,1978,8.0
13175001,11MUN08700306100,CITY JAIL,1988,19.0
13185003,11MUN09200106100,HAHIRA CITY JAIL,1999,6.0
13185002,11MUN09200406000,,1992,30.0
13185002,11MUN09200406100,VALDOSTA CITY JAIL,1991,30.0
13197001,11MUN09800106100,,1970,6.0
13199002,11MUN09900506100,Manchester City Jail,2013,18.0
13205002,11MUN10100206000,CAMILLA CITY,1997,16.0
13205002,11MUN10100206100,CAMILLA CITY JAIL,1993,22.0
13205003,11MUN10100306100,Mize Street Detention Center,2013,207.0
13211001,11MUN10400306100,,1970,4.0
13215002,11MUN10600206000,MUSCOGEE COUNTY JAIL,2006,1645.0
13215002,11MUN10600206020,MUSCOGEE COUNTY PRISON,2017,576.0
13215002,11MUN10600206100,,2018,1645.0
13217001,11MUN10700106100,,1983,16.0
13229001,11MUN11300106100,,1970,8.0
13243002,11MUN12000306100,,2018,31.0
13245002,11MUN12100106000,,2018,1289.0
13245002,11MUN12100106010,AUGUSTA CITY JAIL,1993,78.0
13245002,11MUN12100106020,RICHMOND COUNTY CORRECTIONAL INSTITUTION,2017,236.0
13245002,11MUN12100106100,,1978,140.0
13251002,11MUN12400406100,SYLVANIA CITY JAIL,2006,
13255001,11MUN12600106100,,1970,55.0
13261001,11MUN12900106100,,1970,16.0
13267002,11MUN13200306100,GLENNVILLE CITY JAIL,2006,
13271002,11MUN13400306100,LUMBER CITY JAIL,2006,
13273001,11MUN13500206100,,1970,100.0
13275001,11MUN13600706100,,1970,24.0
13277001,11MUN13700206100,,1970,14.0
13279001,11MUN13800206100,,1983,16.0
13285001,11MUN14100106100,HOGANSVILLE CITY  JAIL,1993,8.0
13287002,11MUN14200106100,1E+32,1993,20.0
13293001,11MUN14500406100,CITY JAIL,1993,26.0
13297001,11MUN14700306100,,1983,16.0
13299002,11MUN14800106100,WAYCROSS CITY JAIL,1999,38.0
13303002,11MUN15000406100,SANDERSVILLE CITY JAIL,1999,16.0
13319002,11MUN15800306100,Gordon City Jail,2013,10.0
13165002,11PRV08208206100,JENKINS CORRECTIONAL CENTER - CORECIVIC,2017,1226.0
13291002,11PRV14414406000,TOWNS/UNION CO (Towns/Union Co PrivReg Jail J,2000,336.0
13291002,11PRV14414406200,SOUTH FULTON REGIONAL JAIL,1999,212.0
15001001,12CNT00100106100,,1970,50.0
15005001,12CNT00300306100,,1970,14.0
15007001,12CNT00400406100,,1970,45.0
15003002,12FED00266607130,FEDERAL DETENTION CENTER - HONOLULU,2006,
15003001,12MUN00200106200,,1970,227.0
16001003,13CNT00100106000,,2018,1224.0
16001003,13CNT00100106100,ADA COUNTY JAIL,1993,138.0
16003001,13CNT00200206000,,1992,6.0
16003001,13CNT00200206100,Adams Co. Jail,2013,31.0
16005001,13CNT00300306000,BANNOCK COUNTY,2004,272.0
16005001,13CNT00300306100,,2018,284.0
16007001,13CNT00400406100,,1970,6.0
16009001,13CNT00500506000,,1992,16.0
16009001,13CNT00500506100,Benewah Co. Jail,2013,16.0
16011002,13CNT00600606000,,1992,81.0
16011002,13CNT00600606100,Bingham Co. Jail,2013,101.0
16013001,13CNT00700706100,Blaine Co. Jail,2013,88.0
16015001,13CNT00800806100,,1978,4.0
16017002,13CNT00900906000,BONNER COUNTY JAIL,2006,124.0
16017002,13CNT00900906100,BONNER COUNTY DETENTION FACILITY,2014,124.0
16019002,13CNT01001006000,BONNEVILLE COUNTY JAIL,2006,348.0
16019002,13CNT01001006100,,2018,533.0
16021001,13CNT01101106100,Boundary Co. Det. Fac.,2013,23.0
16023002,13CNT01201206100,Butte County Jail,2013,8.0
16025001,13CNT01301306100,,1970,6.0
16027003,13CNT01401406000,CANYON COUNTY JAIL,2006,573.0
16027003,13CNT01401406100,,2018,477.0
16029002,13CNT01501506100,Caribou Co. Jail,2013,49.0
16031002,13CNT01601606000,MINI-CASSIA CRIMINAL JUSTICE CENTER,2006,172.0
16031002,13CNT01601606100,,2018,170.0
16033001,13CNT01701706000,,1992,4.0
16033001,13CNT01701706100,Clark Co. Jail,2013,7.0
16035001,13CNT01801806000,CLEARWATER COUNTY,2004,32.0
16035001,13CNT01801806100,Clearwater Co. Jail,2013,31.0
16035001,13CNT01801806200,,1970,14.0
16037001,13CNT01901906000,CUSTER COUNTY,2004,10.0
16037001,13CNT01901906100,Custer Co. Jail,2013,8.0
16039002,13CNT02002006100,Elmore Co. Jail,2013,110.0
16041001,13CNT02102106100,FRANKLIN COUNTY JAIL,2006,
16043001,13CNT02202206100,,2018,20.0
16043001,13CNT02202206200,,1970,15.0
16045001,13CNT02302306000,GEM COUNTY JAIL,2006,54.0
16045001,13CNT02302306100,GEM COUNTY JAIL,2014,52.0
16047001,13CNT02402406100,Gooding Co. Jail,2013,21.0
16049001,13CNT02502506100,Idaho Co. Jail,2013,11.0
16051001,13CNT02602606000,,1987,23.0
16051001,13CNT02602606100,Jefferson Co. Jail,2013,134.0
16053002,13CNT02702706100,JEROME COUNTY SHERIFF'S OFFICE,2017,135.0
16055001,13CNT02802806000,KOOTENAI COUNTY,2004,325.0
16055001,13CNT02802806100,,2018,327.0
16057001,13CNT02902906100,Latah Co. Jail,2013,42.0
16059001,13CNT03003006100,Lemhi Co. Jail,2013,19.0
16061001,13CNT03103106100,,2018,13.0
16063001,13CNT03203206100,,1978,6.0
16065001,13CNT03303306000,,1987,26.0
16065001,13CNT03303306100,Madison Co. Crim. Justice Ctr.,2013,96.0
16067001,13CNT03403406000,,1987,38.0
16067001,13CNT03403406100,COUNTY JAIL,1988,42.0
16069002,13CNT03503506000,,1992,40.0
16069002,13CNT03503506100,Nez Perce Co. Adult Detention Center,2013,150.0
16071001,13CNT03603606100,ONEIDA COUNTY JAIL,2006,
16073001,13CNT03703706000,,1992,8.0
16073001,13CNT03703706100,,2018,40.0
16075001,13CNT03803806100,Payette Co. Jail,2013,74.0
16077001,13CNT03903906100,Power Co. Jail,2013,25.0
16079003,13CNT04004006100,,2018,48.0
16081001,13CNT04104106100,TETON COUNTY JAIL,1999,6.0
16083003,13CNT04204206000,TWIN FALLS COUNTY JAIL,2006,226.0
16083003,13CNT04204206100,TWIN FALLS COUNTY ADULT DETENTION FACILITY,2014,224.0
16085001,13CNT04304306100,,2018,64.0
16087002,13CNT04404406100,Washington Co. Jail,2013,49.0
16001001,13MUN00100106100,,1970,47.0
16001002,13MUN00100406100,,1970,4.0
16007002,13MUN00400306100,MONTPELIER CITY JAIL,2006,
16011001,13MUN00600406100,,1970,30.0
16017001,13MUN00900706100,,1970,3.0
16019001,13MUN01000206100,,1970,25.0
16023001,13MUN01200106100,,1970,5.0
16027001,13MUN01400106100,,1970,20.0
16027002,13MUN01400406100,,1983,34.0
16029001,13MUN01500306100,,1970,4.0
16031001,13MUN01600206100,,1970,12.0
16039001,13MUN02000206100,,1970,12.0
16053001,13MUN02700306100,,1970,10.0
16069001,13MUN03500306100,,1970,6.0
16079001,13MUN04000106100,,1970,18.0
16079002,13MUN04000606100,,1970,8.0
16083001,13MUN04200106100,,1978,6.0
